City_Name,Type,Package,Variety,Sub_Variety,Grade,Date,Low_Price,High_Price,Mostly_Low,Mostly_High,Origin,Origin_District,Item_Size,Color,Environment,Unit_of_Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans_Mode,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/8/2016,17,18.5,17,18.5,PENNSYLVANIA,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/15/2016,15,15,15,15,DELAWARE,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/15/2016,17,17,17,17,OHIO,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/15/2016,17,18.5,17,18.5,PENNSYLVANIA,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/22/2016,15,15,15,15,DELAWARE,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/22/2016,17,17,17,17,OHIO,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/22/2016,17,18.5,17,18.5,PENNSYLVANIA,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/29/2016,15,15,15,15,DELAWARE,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/29/2016,16,17,16,17,OHIO,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,10/29/2016,16,18,16,18,PENNSYLVANIA,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,9/16/2017,18,18,18,18,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,9/23/2017,16,16,16,16,DELAWARE,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,9/23/2017,18,18,18,18,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,9/23/2017,16,16,16,16,PENNSYLVANIA,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,9/30/2017,16,16,16,16,DELAWARE,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,9/30/2017,16,16,16,16,PENNSYLVANIA,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,PIE TYPE,,,9/24/2016,160,160,160,160,VIRGINIA,,sml,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,PIE TYPE,,,9/23/2017,200,200,200,200,MARYLAND,,sml,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,PIE TYPE,,,9/30/2017,190,200,190,200,MARYLAND,,sml,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,9/24/2016,50,60,50,60,MARYLAND,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,9/24/2016,50,60,50,60,MARYLAND,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,9/24/2016,50,60,50,60,VIRGINIA,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/1/2016,50,60,50,60,MARYLAND,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/1/2016,50,60,50,60,MARYLAND,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/1/2016,50,60,50,60,VIRGINIA,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,50,60,50,60,MARYLAND,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,50,60,50,60,MARYLAND,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,50,60,50,60,MARYLAND,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,40,60,40,60,MARYLAND,,lge,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,40,60,40,60,MARYLAND,,med,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,50,60,50,60,VIRGINIA,,,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/8/2016,50,60,50,60,VIRGINIA,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/15/2016,50,60,50,60,MARYLAND,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/15/2016,40,60,40,60,MARYLAND,,lge,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/15/2016,40,60,40,60,MARYLAND,,med,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/15/2016,50,60,50,60,VIRGINIA,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/22/2016,50,60,50,60,MARYLAND,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/22/2016,40,60,40,60,MARYLAND,,lge,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/22/2016,50,60,50,60,VIRGINIA,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/29/2016,50,60,50,60,MARYLAND,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,10/29/2016,50,60,50,60,VIRGINIA,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,9/23/2017,50,50,50,50,MARYLAND,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,BIG MACK TYPE,,,9/30/2017,50,50,50,50,MARYLAND,,jbo,WHITE,,EACH,,,,,,N,,,
BALTIMORE,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,9/16/2017,160,240,160,240,MARYLAND,,,,,,,,,,,N,,,
BALTIMORE,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,9/23/2017,240,240,240,240,MARYLAND,,,,,,,,,,,N,,,
BALTIMORE,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,9/30/2017,240,240,240,240,MARYLAND,,,,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,9/24/2016,18,18,18,18,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,9/24/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/1/2016,18,18,18,18,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/1/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/1/2016,17,17,17,17,OHIO,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/8/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/8/2016,15,18,15,18,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/8/2016,16,17,16,17,OHIO,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/8/2016,16,18,16,18,VIRGINIA,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/15/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/15/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/15/2016,16,17,16,17,OHIO,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/15/2016,16,18,16,18,VIRGINIA,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/22/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/22/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/22/2016,16,17,16,17,OHIO,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/22/2016,16,18,16,18,VIRGINIA,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/29/2016,15,17,15,17,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/29/2016,15,15,15,15,MARYLAND,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/29/2016,16,17,16,17,OHIO,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,10/29/2016,16,18,16,18,VIRGINIA,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,11/5/2016,16,17,16,17,OHIO,,sml,WHITE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,,,9/16/2017,18,18,18,18,MARYLAND,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,,,9/23/2017,18,18,18,18,MARYLAND,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,,,9/23/2017,18,18,18,18,PENNSYLVANIA,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,,,9/30/2017,18,18,18,18,MARYLAND,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,,,9/30/2017,18,18,18,18,PENNSYLVANIA,,,ORANGE,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,9/24/2016,15,15,15,15,MARYLAND,,sml,,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,10/1/2016,15,15,15,15,MARYLAND,,sml,,,,,,,,,N,,,
BALTIMORE,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,10/8/2016,15,15,15,15,MARYLAND,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,9/24/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,9/24/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,9/24/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,9/24/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/1/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/1/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/1/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/1/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/8/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/8/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/8/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/8/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/15/2016,140,145,140,145,ALABAMA,,med,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/15/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/15/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/15/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/15/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/22/2016,140,145,140,145,ALABAMA,,med,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/22/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/22/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/22/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/22/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/29/2016,140,145,140,145,ALABAMA,,med,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/29/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/29/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/29/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,10/29/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,11/5/2016,140,145,140,145,ALABAMA,,med,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,11/5/2016,140,154.75,140,154.75,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,11/5/2016,145,154.75,145,154.75,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,11/5/2016,150,154.75,150,154.75,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,,,
ATLANTA,,24 inch bins,HOWDEN TYPE,,,11/5/2016,150,150,150,150,MICHIGAN,,sml,ORANGE,,,,,,,,N,,,
ATLANTA,,36 inch bins,HOWDEN TYPE,,,9/30/2017,150,150,150,150,CANADA,,med,ORANGE,,,,,,,,N,,,
ATLANTA,,36 inch bins,HOWDEN TYPE,,,9/30/2017,140,145,140,145,MICHIGAN,,lge,ORANGE,,,,,,,,N,,,
